"","ID","Camera","Date","Sites","Location","Student Recorder","Organism","Debris","Code","Subcode","Count","Length","Width","Area","Biomass","Photo","ImageJ Measurement By","Notes","Model"
"289",282,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","concrete block","MTHR","DECO",1,1.054,0.707,0.654,"-0.041742027616298",NA,"Anna Metzger",NA,"LPOLY"
"290",283,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","concrete block","POLY","POLY",1,NA,NA,NA,NA,NA,"Anna Metzger",NA,"LM"
"291",284,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","red sponge crab","concrete block","DROM","DROM",1,0.375,0.489,0.154,"NA",NA,"Anna Metzger",NA,NA
"292",285,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","metal bar","POLY","POLY",1,0.162,0.251,0.04,"0.300589677653701",NA,"Anna Metzger",NA,"LM"
"293",285.1,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab","none","XNTH","XNTH",1,3.915,0.096,0.51,"0.416",NA,"Anna Metzger",NA,"MEDIAN"
"294",286,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","limpet","metal bar","GAST","LIMP",1,1.131,0.692,0.642,"0.484829984444242",NA,"Anna Metzger",NA,"WLM"
"295",287,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","sea star","none","ASTR","OSTR",1,0.822,0.883,0.589,"NA",NA,"Anna Metzger",NA,NA
"296",288,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","mesh bag","POLY","POLY",1,1.184,0.374,0.347,"1.3225896776537",NA,"Anna Metzger","Very faint photo","LM"
"297",289,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","shrimp","rope","CARD","PALA",1,1.525,0.163,0.228,"0.659094757300878",NA,"Anna Metzger",NA,"WPOLY"
"298",290,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","shrimp","rope","CARD","PALA",1,NA,NA,NA,NA,NA,"Anna Metzger",NA,"WPOLY"
"299",291,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","brittle star","rope","OPHR","OPHR",1,0.588,0.255,0.117,"0.212878237492394",NA,"Anna Metzger",NA,"WPOLY"
"300",292,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","hairy crab","rope","PLMN","PLMN",1,0.564,0.598,0.253,"2.3160312045125",NA,"Anna Metzger",NA,"LM"
"301",293,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","rope","MTHR","DECO",1,0.494,0.362,0.124,"0.32522288914571",NA,"Anna Metzger",NA,"LPOLY"
"302",294,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","amphipod","rope","AMPH","AMPH",1,0.732,0.211,0.108,"0.0315",NA,"Anna Metzger",NA,"MEDIAN"
"303",295,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","rope","MTHR","CLNG",1,0.223,0.376,0.081,"0.891211989483047",NA,"Anna Metzger",NA,"LPOLY"
"304",296,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","porcelein crab","rope","GLRH","PORC",1,0.408,0.316,0.115,"1.71563367922379",NA,"Anna Metzger",NA,"LPOLY"
"305",297,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","porcelein crab","rope","GLRH","PORC",1,NA,NA,NA,NA,NA,"Anna Metzger",NA,"LPOLY"
"306",298,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","rope","MTHR","DECO",1,0.96,0.401,0.242,"0.0580394126147753",NA,"Anna Metzger","extremely blurry","LPOLY"
"307",299,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","rope","MTHR","DECO",1,0.566,0.606,0.291,"0.308669585141243",NA,"Anna Metzger",NA,"LPOLY"
"308",300,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","none","MTHR","CLNG",1,0.316,0.374,0.107,"1.01144931668108",NA,"Anna Metzger",NA,"LPOLY"
"309",301,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","porcelein crab","none","GLRH","PORC",1,0.54,0.495,0.271,"2.14827844983909",NA,"Anna Metzger",NA,"LPOLY"
"310",301.1,NA,"6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","none","POLY","POLY",1,25.344,0.163,NA,"25.4825896776537",NA,"Anna Metzger","hard to get area","LM"
"311",302,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","brittle star","none","OPHR","OPHR",1,0.366,0.355,0.084,"0.194911649925804",NA,"Anna Metzger",NA,"WPOLY"
"312",303,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","night shrimp","none","CARD","PROC",1,1.168,0.189,0.235,"0.165",NA,"Anna Metzger",NA,"MEDIAN"
"313",304,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","brittle star","none","OPHR","OPHR",1,0.251,0.331,0.093,"0.200259155904789",NA,"Anna Metzger",NA,"WPOLY"
"314",305,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab","none","MTHR","CLNG",1,0.358,0.537,0.164,"1.05305009848983",NA,"Anna Metzger",NA,"LPOLY"
"315",306,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab","none","GLRH","PORC",1,0.544,0.453,0.179,"2.16180865684989",NA,"Anna Metzger",NA,"LPOLY"
"316",307,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","none","MTHR","CLNG",1,0.304,0.295,0.07,"0.998111956552496",NA,"Anna Metzger",NA,"LPOLY"
"317",308,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","none","MTHR","DECO",1,0.459,0.867,0.494,"0.33000513380851",NA,"Anna Metzger",NA,"LPOLY"
"318",308.1,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","none","MTHR","CLNG",1,0.245,0.336,0.062,"0.92315387307705",NA,"Anna Metzger",NA,"LPOLY"
"319",309,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","brittle star","none","OPHR","OPHR",1,0.302,0.267,0.056,"0.211321761436668",NA,"Anna Metzger",NA,"WPOLY"
"320",310,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","brittle star","wood slat","OPHR","OPHR",1,0.204,0.148,0.027,"0.219528011185599",NA,"Anna Metzger",NA,"WPOLY"
"321",311,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","worm","wood slat","POLY","POLY",1,1.086,0.109,0.103,"1.2245896776537",NA,"Anna Metzger",NA,"LM"
"322",312,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","wood slat","POLY","POLY",1,1.117,0.077,0.104,"1.2555896776537",NA,"Anna Metzger",NA,"LM"
"323",313,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","urchin","wood slat","ECHN","TOXO",1,0.472,0.553,0.205,"0.049",NA,"Anna Metzger",NA,"MEDIAN"
"324",314,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","urchin","wood slat","ECHN","TOXO",1,0.364,0.343,0.096,"0.049",NA,"Anna Metzger",NA,"MEDIAN"
"325",315,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","limpet","wood slat","GAST","LIMP",1,0.628,0.333,0.197,"0.0952285886144175",NA,"Anna Metzger",NA,"WLM"
"326",316,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","peanut worm","cloth","SIPN","SIPN",1,NA,NA,NA,NA,NA,"Anna Metzger","no picture","LPOLY"
"327",317,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","feather duster","glass","POLY","SABE",1,NA,NA,NA,NA,NA,"Anna Metzger","no picture","LPOLY"
"328",318,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","porites","glass bottle","HCOR","PSP",1,NA,NA,NA,"NA",NA,"Anna Metzger","no picture",NA
"329",319,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","glass bottle","POLY","POLY",1,2.242,0.091,0.226,"2.3805896776537",NA,"Anna Metzger",NA,"LM"
"330",320,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","glass bottle","POLY","POLY",1,1.615,0.087,0.164,"1.7535896776537",NA,"Anna Metzger",NA,"LM"
"331",321,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","trap mesh","POLY","POLY",1,3.554,0.164,0.537,"3.6925896776537",NA,"Anna Metzger",NA,"LM"
"332",322,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","wood slat","POLY","POLY",1,3.072,0.074,0.275,"3.2105896776537",NA,"Anna Metzger",NA,"LM"
"333",323,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","wood slat","POLY","POLY",1,1.193,0.057,0.079,"1.3315896776537",NA,"Anna Metzger",NA,"LM"
"334",324,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","wood slat","POLY","POLY",1,NA,NA,NA,NA,NA,"Anna Metzger",NA,"LM"
"335",325,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","brittle star","wood slat","OPHR","OPHR",1,0.159,0.172,0.021,"0.219167375423182",NA,"Anna Metzger",NA,"WPOLY"
"336",326,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","wood slat","POLY","POLY",1,1.989,0.106,0.175,"2.1275896776537",NA,"Anna Metzger",NA,"LM"
"337",327,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","limpet","concrete","GAST","LIMP",1,0.362,0.464,0.135,"0.237395114669312",NA,"Anna Metzger","double check","WLM"
"338",328,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","rope","POLY","POLY",1,0.903,0.045,0.05,"1.0415896776537",NA,"Anna Metzger",NA,"LM"
"339",329,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","brittle star","rope","OPHR","OPHR",1,0.095,0.097,0.008,"0.218122825457333",NA,"Anna Metzger",NA,"WPOLY"
"340",330,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","peanut worm","rope","SIPN","SIPN",1,1.214,0.181,0.161,"0.0704362001547848",NA,"Anna Metzger",NA,"LPOLY"
"341",331,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","rope","POLY","POLY",1,2.792,0.347,0.702,"2.9305896776537",NA,"Anna Metzger",NA,"LM"
"342",332,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","rope","POLY","POLY",1,6.991,0.2,1.599,"7.1295896776537",NA,"Anna Metzger",NA,"LM"
"343",333,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","decorator crab","weight belt","MTHR","DECO",1,0.518,0.613,0.247,"0.320709314573048",NA,"Anna Metzger",NA,"LPOLY"
"344",334,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","weight belt","POLY","POLY",1,1.112,0.102,0.13,"1.2505896776537",NA,"Anna Metzger",NA,"LM"
"345",335,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","Lobster Shrimp/ Two Claw","weight belt","AXDE","AXDE",1,1.709,0.224,0.44,"NA",NA,"Anna Metzger","lobster shrimp",NA
"346",336,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","clam","weight belt","BIVL","CLAM",1,NA,NA,NA,NA,NA,"Anna Metzger","no picture","WPOLY"
"347",337,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","clinging crab","none","MTHR","CLNG",1,0.264,0.394,0.098,"0.948995202519852",NA,"Anna Metzger",NA,"LPOLY"
"348",338,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","none","POLY","POLY",1,10.878,0.204,2.854,"11.0165896776537",NA,"Anna Metzger",NA,"LM"
"349",339,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","none","POLY","POLY",1,6.68,0.16,1.134,"6.8185896776537",NA,"Anna Metzger",NA,"LM"
"350",340,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","snapping shrimp","none","CARD","SNAP",1,0.746,0.117,0.068,"0.800930871791328",NA,"Anna Metzger",NA,"LM"
"351",341,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","snapping shrimp","none","CARD","SNAP",1,1.356,0.193,0.184,"1.41093087179133",NA,"Anna Metzger",NA,"LM"
"352",342,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","none","POLY","POLY",1,2.428,0.067,0.182,"2.5665896776537",NA,"Anna Metzger",NA,"LM"
"353",343,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","worm","none","SIPN","SIPN",1,1.132,0.368,0.304,"0.128839122265652",NA,"Anna Metzger","peanut?","LPOLY"
"354",344,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","decorator crab","none","MTHR","DECO",1,0.841,0.893,0.701,"0.162263599407336",NA,"Anna Metzger",NA,"LPOLY"
"355",345,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","none","POLY","POLY",1,4.527,0.224,1.113,"4.6655896776537",NA,"Anna Metzger",NA,"LM"
"356",346,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","brittle star","none","OPHR","OPHR",1,0.215,0.188,0.035,"0.218563609489289",NA,"Anna Metzger",NA,"WPOLY"
"357",347,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","polychaete","none","POLY","POLY",1,2.105,0.09,0.201,"2.2435896776537",NA,"Anna Metzger",NA,"LM"
"358",348,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","brittle star","none","OPHR","OPHR",1,0.704,0.689,0.412,"0.0526085344396549",NA,"Anna Metzger",NA,"WPOLY"
"359",349,"Red","6/15/2023","Stag Party A & B","Stag Party","Lydia","shrimp","none","CARD","PALA",1,1.116,0.164,0.124,"0.661036442335647",NA,"Anna Metzger",NA,"WPOLY"
